Topic,Difficulty,Question,Tag1,Tag2,Tag3,Tag4,Correct Option,Explanation,Category,Doc URL,Video Search EN,Video Search HI,Video Search KN,Video Search TA,Video Search TE
Docker,Intermediate,What are Docker build secrets and how are they used?,Security,Build-time secrets,Authentication,Private repos,A,Securely pass secrets during build process without leaving them in image layers,Security,https://docs.docker.com/develop/develop-images/build_enhancements/#new-docker-build-secret-information,https://youtube.com/results?search_query=docker+build+secrets,https://youtube.com/results?search_query=docker+build+secrets+hindi,https://youtube.com/results?search_query=docker+build+secrets+kannada,https://youtube.com/results?search_query=docker+build+secrets+tamil,https://youtube.com/results?search_query=docker+build+secrets+telugu
Docker,Intermediate,How do you use Docker with MySQL database?,MySQL,Database,Relationsl database,Persistent storage,A,Run MySQL container with volume for data and environment variables for configuration,Database,https://docs.docker.com/samples/library/mysql/,https://youtube.com/results?search_query=docker+mysql+database,https://youtube.com/results?search_query=docker+mysql+database+hindi,https://youtube.com/results?search_query=docker+mysql+database+kannada,https://youtube.com/results?search_query=docker+mysql+database+tamil,https://youtube.com/results?search_query=docker+mysql+database+telugu
Docker,Intermediate,What is Docker swarm mode and how to initialize it?,Orchestration,Clustering,High availability,Swarm,A,docker swarm init to create swarm manager and docker swarm join to add worker nodes,Orchestration,https://docs.docker.com/engine/swarm/swarm-tutorial/create-swarm/,https://youtube.com/results?search_query=docker+swarm+mode+init,https://youtube.com/results?search_query=docker+swarm+mode+init+hindi,https://youtube.com/results?search_query=docker+swarm+mode+init+kannada,https://youtube.com/results?search_query=docker+swarm+mode+init+tamil,https://youtube.com/results?search_query=docker+swarm+mode+init+telugu
Docker,Intermediate,How do you use Docker with Postgres database?,PostgreSQL,Database,Relational database,Backup,A,Run Postgres container with volume for data and environment variables for configuration,Database,https://docs.docker.com/samples/library/postgres/,https://youtube.com/results?search_query=docker+postgres+database,https://youtube.com/results?search_query=docker+postgres+database+hindi,https://youtube.com/results?search_query=docker+postgres+database+kannada,https://youtube.com/results?search_query=docker+postgres+database+tamil,https://youtube.com/results?search_query=docker+postgres+database+telugu
Docker,Intermediate,What are Docker container health statuses?,Monitoring,Health checks,Availability,Status reporting,A,starting, healthy, unhealthy - status reported by HEALTHCHECK instruction,Monitoring,https://docs.docker.com/engine/reference/builder/#healthcheck,https://youtube.com/results?search_query=docker+container+health+status,https://youtube.com/results?search_query=docker+container+health+status+hindi,https://youtube.com/results?search_query=docker+container+health+status+kannada,https://youtube.com/results?search_query=docker+container+health+status+tamil,https://youtube.com/results?search_query=docker+container+health+status+telugu
Docker,Intermediate,How do you use Docker with MongoDB?,MongoDB,NoSQL,Database,Document store,A,Run MongoDB container with volume for data and authentication configuration,Database,https://docs.docker.com/samples/library/mongo/,https://youtube.com/results?search_query=docker+mongodb+database,https://youtube.com/results?search_query=docker+mongodb+database+hindi,https://youtube.com/results?search_query=docker+mongodb+database+kannada,https://youtube.com/results?search_query=docker+mongodb+database+tamil,https://youtube.com/results?search_query=docker+mongodb+database+telugu
Docker,Intermediate,What is Docker container inspection and what information does it provide?,Debugging,Inspection,Metadata,Configuration,A,docker inspect provides detailed JSON configuration and state information about containers,Debugging,https://docs.docker.com/engine/reference/commandline/inspect/,https://youtube.com/results?search_query=docker+container+inspection,https://youtube.com/results?search_query=docker+container+inspection+hindi,https://youtube.com/results?search_query=docker+container+inspection+kannada,https://youtube.com/results?search_query=docker+container+inspection+tamil,https://youtube.com/results?search_query=docker+container+inspection+telugu
Docker,Intermediate,How do you use Docker with Elasticsearch?,Elasticsearch,Search,Logging,Big data,A,Run Elasticsearch container with heap size configuration and volume for data storage,Search,https://docs.docker.com/samples/library/elasticsearch/,https://youtube.com/results?search_query=docker+elasticsearch+container,https://youtube.com/results?search_query=docker+elasticsearch+container+hindi,https://youtube.com/results?search_query=docker+elasticsearch+container+kannada,https://youtube.com/results?search_query=docker+elasticsearch+container+tamil,https://youtube.com/results?search_query=docker+elasticsearch+container+telugu
Docker,Intermediate,What are Docker container resource reservations?,Resource management,Guarantees,Quality of service,Reservation,A,--memory-reservation and --cpu-shares for soft limits and resource guarantees,Resource Management,https://docs.docker.com/config/containers/resource_constraints/,https://youtube.com/results?search_query=docker+resource+reservations,https://youtube.com/results?search_query=docker+resource+reservations+hindi,https://youtube.com/results?search_query=docker+resource+reservations+kannada,https://youtube.com/results?search_query=docker+resource+reservations+tamil,https://youtube.com/results?search_query=docker+resource+reservations+telugu
Docker,Intermediate,How do you use Docker with RabbitMQ message broker?,RabbitMQ,Messaging,Message queue,AMQP,A,Run RabbitMQ container with volume for data and environment variables for configuration,Messaging,https://docs.docker.com/samples/library/rabbitmq/,https://youtube.com/results?search_query=docker+rabbitmq+message+broker,https://youtube.com/results?search_query=docker+rabbitmq+message+broker+hindi,https://youtube.com/results?search_query=docker+rabbitmq+message+broker+kannada,https://youtube.com/results?search_query=docker+rabbitmq+message+broker+tamil,https://youtube.com/results?search_query=docker+rabbitmq+message+broker+telugu
Docker,Intermediate,What is Docker container commit and when would you use it?,Image creation,Container snapshot,Debugging,Backup,A,docker commit creates image from container changes; useful for debugging or creating custom images,Image Management,https://docs.docker.com/engine/reference/commandline/commit/,https://youtube.com/results?search_query=docker+container+commit,https://youtube.com/results?search_query=docker+container+commit+hindi,https://youtube.com/results?search_query=docker+container+commit+kannada,https://youtube.com/results?search_query=docker+container+commit+tamil,https://youtube.com/results?search_query=docker+container+commit+telugu
Docker,Intermediate,How do you use Docker with Apache web server?,Apache,Web server,HTTP,Static content,A,Run Apache container with volume-mounted web content and custom configuration,Web Server,https://docs.docker.com/samples/library/httpd/,https://youtube.com/results?search_query=docker+apache+web+server,https://youtube.com/results?search_query=docker+apache+web+server+hindi,https://youtube.com/results?search_query=docker+apache+web+server+kannada,https://youtube.com/results?search_query=docker+apache+web+server+tamil,https://youtube.com/results?search_query=docker+apache+web+server+telugu
Docker,Intermediate,What are Docker container logs drivers?,Logging,Centralized logging,Log aggregation,Drivers,A,json-file, syslog, journald, gelf, fluentd, awslogs, splunk - various logging backends,Logging,https://docs.docker.com/config/containers/logging/configure/,https://youtube.com/results?search_query=docker+log+drivers,https://youtube.com/results?search_query=docker+log+drivers+hindi,https://youtube.com/results?search_query=docker+log+drivers+kannada,https://youtube.com/results?search_query=docker+log+drivers+tamil,https://youtube.com/results?search_query=docker+log+drivers+telugu
Docker,Intermediate,How do you use Docker with WordPress CMS?,WordPress,CMS,Web application,PHP,A,Run WordPress container linked to MySQL container with volume for wp-content,Web Application,https://docs.docker.com/samples/wordpress/,https://youtube.com/results?search_query=docker+wordpress+container,https://youtube.com/results?search_query=docker+wordpress+container+hindi,https://youtube.com/results?search_query=docker+wordpress+container+kannada,https://youtube.com/results?search_query=docker+wordpress+container+tamil,https://youtube.com/results?search_query=docker+wordpress+container+telugu
Docker,Intermediate,What is Docker container update command and its use cases?,Container management,Updates,Runtime changes,Configuration,A,docker update modifies container resource limits without restarting container,Container Management,https://docs.docker.com/engine/reference/commandline/update/,https://youtube.com/results?search_query=docker+container+update+command,https://youtube.com/results?search_query=docker+container+update+command+hindi,https://youtube.com/results?search_query=docker+container+update+command+kannada,https://youtube.com/results?search_query=docker+container+update+command+tamil,https://youtube.com/results?search_query=docker+container+update+command+telugu
Docker,Intermediate,How do you use Docker with GitLab CI/CD?,CI/CD,GitLab,Automation,Integration,A,Use GitLab Runner with Docker executor to run CI/CD jobs in containers,CI/CD,https://docs.gitlab.com/runner/executors/docker.html,https://youtube.com/results?search_query=docker+gitlab+ci+cd,https://youtube.com/results?search_query=docker+gitlab+ci+cd+hindi,https://youtube.com/results?search_query=docker+gitlab+ci+cd+kannada,https://youtube.com/results?search_query=docker+gitlab+ci+cd+tamil,https://youtube.com/results?search_query=docker+gitlab+ci+cd+telugu
Docker,Intermediate,What are Docker container naming conventions and best practices?,Naming conventions,Best practices,Organization,Management,A,Use descriptive names, avoid random names, follow team conventions for consistency,Best Practices,https://docs.docker.com/develop/develop-images/dockerfile_best-practices/,https://youtube.com/results?search_query=docker+naming+conventions+best+practices,https://youtube.com/results?search_query=docker+naming+conventions+best+practices+hindi,https://youtube.com/results?search_query=docker+naming+conventions+best+practices+kannada,https://youtube.com/results?search_query=docker+naming+conventions+best+practices+tamil,https://youtube.com/results?search_query=docker+naming+conventions+best+practices+telugu
Docker,Intermediate,How do you use Docker with Jenkins pipeline?,CI/CD,Jenkins,Automation,Pipeline,A,Use Jenkins with Docker plugin to build, test, and deploy using containers,CI/CD,https://www.jenkins.io/doc/book/pipeline/docker/,https://youtube.com/results?search_query=docker+jenkins+pipeline,https://youtube.com/results?search_query=docker+jenkins+pipeline+hindi,https://youtube.com/results?search_query=docker+jenkins+pipeline+kannada,https://youtube.com/results?search_query=docker+jenkins+pipeline+tamil,https://youtube.com/results?search_query=docker+jenkins+pipeline+telugu
Docker,Intermediate,What is Docker container storage drivers?,Storage,Performance,Filesystem,Drivers,A,overlay2, aufs, btrfs, zfs, devicemapper - different storage backends for containers,Storage,https://docs.docker.com/storage/storagedriver/select-storage-driver/,https://youtube.com/results?search_query=docker+storage+drivers,https://youtube.com/results?search_query=docker+storage+drivers+hindi,https://youtube.com/results?search_query=docker+storage+drivers+kannada,https://youtube.com/results?search_query=docker+storage+drivers+tamil,https://youtube.com/results?search_query=docker+storage+drivers+telugu
Docker,Intermediate,How do you use Docker with Prometheus monitoring?,Monitoring,Prometheus,Metrics,Alerting,A,Run Prometheus container with volume for config and data, scrape Docker metrics,Metrics,https://docs.docker.com/config/daemon/prometheus/,https://youtube.com/results?search_query=docker+prometheus+monitoring,https://youtube.com/results?search_query=docker+prometheus+monitoring+hindi,https://youtube.com/results?search_query=docker+prometheus+monitoring+kannada,https://youtube.com/results?search_query=docker+prometheus+monitoring+tamil,https://youtube.com/results?search_query=docker+prometheus+monitoring+telugu
Docker,Intermediate,What are Docker container runtime options?,Runtime configuration,Performance,Security,Isolation,A,--security-opt, --cap-add, --device, --shm-size for various runtime configurations,Container Management,https://docs.docker.com/engine/reference/commandline/run/,https://youtube.com/results?search_query=docker+container+runtime+options,https://youtube.com/results?search_query=docker+container+runtime+options+hindi,https://youtube.com/results?search_query=docker+container+runtime+options+kannada,https://youtube.com/results?search_query=docker+container+runtime+options+tamil,https://youtube.com/results?search_query=docker+container+runtime+options+telugu
Docker,Intermediate,How do you use Docker with Grafana dashboards?,Monitoring,Grafana,Visualization,Dashboards,A,Run Grafana container with volume for data and connect to data sources like Prometheus,Monitoring,https://docs.docker.com/samples/grafana/,https://youtube.com/results?search_query=docker+grafana+dashboards,https://youtube.com/results?search_query=docker+grafana+dashboards+hindi,https://youtube.com/results?search_query=docker+grafana+dashboards+kannada,https://youtube.com/results?search_query=docker+grafana+dashboards+tamil,https://youtube.com/results?search_query=docker+grafana+dashboards+telugu
Docker,Intermediate,What is Docker container user namespace remapping?,Security,Isolation,User mapping,Root escalation,A,Maps container root to non-root host user for improved security isolation,Security,https://docs.docker.com/engine/security/userns-remap/,https://youtube.com/results?search_query=docker+user+namespace+remapping,https://youtube.com/results?search_query=docker+user+namespace+remapping+hindi,https://youtube.com/results?search_query=docker+user+namespace+remapping+kannada,https://youtube.com/results?search_query=docker+user+namespace+remapping+tamil,https://youtube.com/results?search_query=docker+user+namespace+remapping+telugu
Docker,Intermediate,How do you use Docker with Traefik load balancer?,Load balancing,Reverse proxy,Routing,Traefik,A,Run Traefik container with Docker provider enabled for automatic service discovery,Load Balancing,https://doc.traefik.io/traefik/providers/docker/,https://youtube.com/results?search_query=docker+traefik+load+balancer,https://youtube.com/results?search_query=docker+traefik+load+balancer+hindi,https://youtube.com/results?search_query=docker+traefik+load+balancer+kannada,https://youtube.com/results?search_query=docker+traefik+load+balancer+tamil,https://youtube.com/results?search_query=docker+traefik+load+balancer+telugu
Docker,Intermediate,What are Docker container capabilities and security options?,Security,Capabilities,Seccomp,AppArmor,A,--cap-add, --cap-drop, --security-opt for fine-grained security controls,Security,https://docs.docker.com/engine/reference/run/#runtime-privilege-and-linux-capabilities,https://youtube.com/results?search_query=docker+container+capabilities+security,https://youtube.com/results?search_query=docker+container+capabilities+security+hindi,https://youtube.com/results?search_query=docker+container+capabilities+security+kannada,https://youtube.com/results?search_query=docker+container+capabilities+security+tamil,https://youtube.com/results?search_query=docker+container+capabilities+security+telugu
Docker,Intermediate,How do you use Docker with MinIO object storage?,Storage,Object storage,S3-compatible,Cloud storage,A,Run MinIO container with volume for data and access via S3-compatible API,Storage,https://docs.min.io/docs/minio-docker-quickstart-guide.html,https://youtube.com/results?search_query=docker+minio+object+storage,https://youtube.com/results?search_query=docker+minio+object+storage+hindi,https://youtube.com/results?search_query=docker+minio+object+storage+kannada,https://youtube.com/results?search_query=docker+minio+object+storage+tamil,https://youtube.com/results?search_query=docker+minio+object+storage+telugu
Docker,Intermediate,What is Docker container checkpoint and restore?,Checkpointing,Fault tolerance,Migration,Live migration,A,docker checkpoint saves container state; docker start --checkpoint restores from checkpoint,Container Management,https://docs.docker.com/engine/reference/commandline/checkpoint/,https://youtube.com/results?search_query=docker+container+checkpoint+restore,https://youtube.com/results?search_query=docker+container+checkpoint+restore+hindi,https://youtube.com/results?search_query=docker+container+checkpoint+restore+kannada,https://youtube.com/results?search_query=docker+container+checkpoint+restore+tamil,https://youtube.com/results?search_query=docker+container+checkpoint+restore+telugu
Docker,Intermediate,How do you use Docker with Vault secrets management?,Security,Secrets,Vault,Encryption,A,Run Vault container with volume for storage and configure for secret management,Security,https://www.vaultproject.io/docs/platform/k8s/demo,https://youtube.com/results?search_query=docker+vault+secrets+management,https://youtube.com/results?search_query=docker+vault+secrets+management+hindi,https://youtube.com/results?search_query=docker+vault+secrets+management+kannada,https://youtube.com/results?search_query=docker+vault+secrets+management+tamil,https://youtube.com/results?search_query=docker+vault+secrets+management+telugu
Docker,Intermediate,What are Docker container tmpfs mounts?,Temporary storage,Memory filesystem,Performance,Security,A,Create temporary in-memory filesystems for containers using --tmpfs flag,Storage,https://docs.docker.com/storage/tmpfs/,https://youtube.com/results?search_query=docker+tmpfs+mounts,https://youtube.com/results?search_query=docker+tmpfs+mounts+hindi,https://youtube.com/results?search_query=docker+tmpfs+mounts+kannada,https://youtube.com/results?search_query=docker+tmpfs+mounts+tamil,https://youtube.com/results?search_query=docker+tmpfs+mounts+telugu
Docker,Intermediate,How do you use Docker with Consul service discovery?,Service discovery,Configuration,Networking,Consul,A,Run Consul container for service registry and DNS-based service discovery,Service Discovery,https://www.consul.io/docs/install/docker,https://youtube.com/results?search_query=docker+consul+service+discovery,https://youtube.com/results?search_query=docker+consul+service+discovery+hindi,https://youtube.com/results?search_query=docker+consul+service+discovery+kannada,https://youtube.com/results?search_query=docker+consul+service+discovery+tamil,https://youtube.com/results?search_query=docker+consul+service+discovery+telugu
Docker,Intermediate,What is Docker container logging rotation?,Log management,Rotation,Retention,Disk space,A,Configure log rotation with max-size and max-file options to prevent disk exhaustion,Logging,https://docs.docker.com/config/containers/logging/json-file/,https://youtube.com/results?search_query=docker+log+rotation,https://youtube.com/results?search_query=docker+log+rotation+hindi,https://youtube.com/results?search_query=docker+log+rotation+kannada,https://youtube.com/results?search_query=docker+log+rotation+tamil,https://youtube.com/results?search_query=docker+log+rotation+telugu
Docker,Intermediate,How do you use Docker with HAProxy load balancer?,Load balancing,High availability,Proxy,HAProxy,A,Run HAProxy container with custom configuration for load balancing backend services,Load Balancing,https://www.haproxy.com/blog/haproxy-on-docker-swarm-load-balancing-and-service-discovery/,https://youtube.com/results?search_query=docker+haproxy+load+balancer,https://youtube.com/results?search_query=docker+haproxy+load+balancer+hindi,https://youtube.com/results?search_query=docker+haproxy+load+balancer+kannada,https://youtube.com/results?search_query=docker+haproxy+load+balancer+tamil,https://youtube.com/results?search_query=docker+haproxy+load+balancer+telugu
Docker,Intermediate,What are Docker container health check intervals and timeouts?,Monitoring,Health checks,Configuration,Reliability,A,Define interval, timeout, start period, and retries for health check configuration,Monitoring,https://docs.docker.com/engine/reference/builder/#healthcheck,https://youtube.com/results?search_query=docker+health+check+intervals+timeouts,https://youtube.com/results?search_query=docker+health+check+intervals+timeouts+hindi,https://youtube.com/results?search_query=docker+health+check+intervals+timeouts+kannada,https://youtube.com/results?search_query=docker+health+check+intervals+timeouts+tamil,https://youtube.com/results?search_query=docker+health+check+intervals+timeouts+telugu
Docker,Intermediate,How do you use Docker with Portainer container management?,Management,UI,Administration,Monitoring,A,Run Portainer container for web-based Docker management and monitoring,Management,https://docs.portainer.io/start/install-ce/server/docker/linux,https://youtube.com/results?search_query=docker+portainer+management,https://youtube.com/results?search_query=docker+portainer+management+hindi,https://youtube.com/results?search_query=docker+portainer+management+kannada,https://youtube.com/results?search_query=docker+portainer+management+tamil,https://youtube.com/results?search_query=docker+portainer+management+telugu
Docker,Intermediate,What is Docker container exec form vs shell form?,Dockerfile,Commands,Execution,Shell,A,Exec form (["executable", "param"]) vs shell form ("executable param") - affects signal handling,Image Building,https://docs.docker.com/engine/reference/builder/#shell-form-entrypoint-example,https://youtube.com/results?search_query=docker+exec+form+shell+form,https://youtube.com/results?search_query=docker+exec+form+shell+form+hindi,https://youtube.com/results?search_query=docker+exec+form+shell+form+kannada,https://youtube.com/results?search_query=docker+exec+form+shell+form+tamil,https://youtube.com/results?search_query=docker+exec+form+shell+form+telugu
Docker,Intermediate,How do you use Docker with Fluentd log aggregation?,Logging,Aggregation,Fluentd,Centralized logging,A,Run Fluentd container to collect, filter, and forward logs from multiple containers,Logging,https://docs.fluentd.org/container-deployment/docker-compose,https://youtube.com/results?search_query=docker+fluentd+log+aggregation,https://youtube.com/results?search_query=docker+fluentd+log+aggregation+hindi,https://youtube.com/results?search_query=docker+fluentd+log+aggregation+kannada,https://youtube.com/results?search_query=docker+fluentd+log+aggregation+tamil,https://youtube.com/results?search_query=docker+fluentd+log+aggregation+telugu
Docker,Intermediate,What are Docker container PID limits?,Resource limits,Process isolation,Fork bombs,Security,A,--pids-limit restricts number of processes container can create for security,Resource Management,https://docs.docker.com/engine/reference/commandline/run/#pid-settings---pid,https://youtube.com/results?search_query=docker+pid+limits+container,https://youtube.com/results?search_query=docker+pid+limits+container+hindi,https://youtube.com/results?search_query=docker+pid+limits+container+kannada,https://youtube.com/results?search_query=docker+pid+limits+container+tamil,https://youtube.com/results?search_query=docker+pid+limits+container+telugu
Docker,Intermediate,How do you use Docker with Kafka message queue?,Kafka,Messaging,Streaming,Event streaming,A,Run Kafka with Zookeeper containers for distributed message queuing and streaming,Messaging,https://docs.docker.com/samples/kafka/,https://youtube.com/results?search_query=docker+kafka+message+queue,https://youtube.com/results?search_query=docker+kafka+message+queue+hindi,https://youtube.com/results?search_query=docker+kafka+message+queue+kannada,https://youtube.com/results?search_query=docker+kafka+message+queue+tamil,https://youtube.com/results?search_query=docker+kafka+message+queue+telugu
Docker,Intermediate,What is Docker container signal handling?,Signal processing,Graceful shutdown,Termination,Interrupts,A,Containers receive signals (SIGTERM, SIGKILL) for graceful shutdown; customize with STOPSIGNAL,Container Management,https://docs.docker.com/engine/reference/builder/#stopsignal,https://youtube.com/results?search_query=docker+signal+handling+container,https://youtube.com/results?search_query=docker+signal+handling+container+hindi,https://youtube.com/results?search_query=docker+signal+handling+container+kannada,https://youtube.com/results?search_query=docker+signal+handling+container+tamil,https://youtube.com/results?search_query=docker+signal+handling+container+telugu
Docker,Intermediate,How do you use Docker with Terraform infrastructure as code?,Infrastructure,Terraform,Automation,Provisioning,A,Use Terraform Docker provider to manage containers and images as infrastructure,Infrastructure,https://registry.terraform.io/providers/kreuzwerker/docker/latest/docs,https://youtube.com/results?search_query=docker+terraform+infrastructure,https://youtube.com/results?search_query=docker+terraform+infrastructure+hindi,https://youtube.com/results?search_query=docker+terraform+infrastructure+kannada,https://youtube.com/results?search_query=docker+terraform+infrastructure+tamil,https://youtube.com/results?search_query=docker+terraform+infrastructure+telugu
Docker,Intermediate,What are Docker container ulimits?,Resource limits,System limits,File descriptors,Process limits,A,--ulimit sets resource limits (nofile, nproc) for processes inside container,Resource Management,https://docs.docker.com/engine/reference/commandline/run/#set-ulimits-in-container---ulimit,https://youtube.com/results?search_query=docker+container+ulimits,https://youtube.com/results?search_query=docker+container+ulimits+hindi,https://youtube.com/results?search_query=docker+container+ulimits+kannada,https://youtube.com/results?search_query=docker+container+ulimits+tamil,https://youtube.com/results?search_query=docker+container+ulimits+telugu
Docker,Intermediate,How do you use Docker with Ansible configuration management?,Configuration,Ansible,Automation,Provisioning,A,Use Ansible Docker modules to build, manage, and orchestrate containers,Automation,https://docs.ansible.com/ansible/latest/collections/community/docker/index.html,https://youtube.com/results?search_query=docker+ansible+configuration,https://youtube.com/results?search_query=docker+ansible+configuration+hindi,https://youtube.com/results?search_query=docker+ansible+configuration+kannada,https://youtube.com/results?search_query=docker+ansible+configuration+tamil,https://youtube.com/results?search_query=docker+ansible+configuration+telugu
Docker,Intermediate,What is Docker container restart backoff policy?,Restart policies,Exponential backoff,Failure recovery,Stability,A,Configures delay between restart attempts to prevent thrashing on persistent failures,Container Management,https://docs.docker.com/engine/reference/commandline/run/#restart-policies---restart,https://youtube.com/results?search_query=docker+restart+backoff+policy,https://youtube.com/results?search_query=docker+restart+backoff+policy+hindi,https://youtube.com/results?search_query=docker+restart+backoff+policy+kannada,https://youtube.com/results?search_query=docker+restart+backoff+policy+tamil,https://youtube.com/results?search_query=docker+restart+backoff+policy+telugu
Docker,Intermediate,How do you use Docker with CircleCI continuous integration?,CI/CD,CircleCI,Automation,Testing,A,Configure CircleCI with Docker executor to run builds and tests in containers,CI/CD,https://circleci.com/docs/2.0/building-docker-images/,https://youtube.com/results?search_query=docker+circleci+integration,https://youtube.com/results?search_query=docker+circleci+integration+hindi,https://youtube.com/results?search_query=docker+circleci+integration+kannada,https://youtube.com/results?search_query=docker+circleci+integration+tamil,https://youtube.com/results?search_query=docker+circleci+integration+telugu
Docker,Intermediate,What are Docker container hostname and domainname settings?,Networking,DNS,Host identification,Resolution,A,--hostname and --domainname configure container's hostname and domain for networking,Networking,https://docs.docker.com/engine/reference/commandline/run/#set-hostname--h,https://youtube.com/results?search_query=docker+hostname+domainname+settings,https://youtube.com/results?search_query=docker+hostname+domainname+settings+hindi,https://youtube.com/results?search_query=docker+hostname+domainname+settings+kannada,https://youtube.com/results?search_query=docker+hostname+domainname+settings+tamil,https://youtube.com/results?search_query=docker+hostname+domainname+settings+telugu
Docker,Intermediate,How do you use Docker with Drone CI continuous delivery?,CI/CD,Drone,Automation,Delivery,A,Configure Drone CI with Docker runner to execute pipeline steps in containers,CI/CD,https://docs.drone.io/runner/docker/overview/,https://youtube.com/results?search_query=docker+drone+ci+cd,https://youtube.com/results?search_query=docker+drone+ci+cd+hindi,https://youtube.com/results?search_query=docker+drone+ci+cd+kannada,https://youtube.com/results?search_query=docker+drone+ci+cd+tamil,https://youtube.com/results?search_query=docker+drone+ci+cd+telugu
Docker,Intermediate,What is Docker container IPC mode (--ipc)?,Inter-process communication,Shared memory,Performance,Isolation,A,Controls IPC namespace sharing between containers (shareable, private, container:<name>),Container Management,https://docs.docker.com/engine/reference/commandline/run/#ipc-settings---ipc,https://youtube.com/results?search_query=docker+ipc+mode+container,https://youtube.com/results?search_query=docker+ipc+mode+container+hindi,https://youtube.com/results?search_query=docker+ipc+mode+container+kannada,https://youtube.com/results?search_query=docker+ipc+mode+container+tamil,https://youtube.com/results?search_query=docker+ipc+mode+container+telugu
Docker,Intermediate,How do you use Docker with Let's Encrypt SSL certificates?,SSL,TLS,Security,Certificates,A,Use containers like certbot with volume-mounted certificates for automated SSL management,Security,https://certbot.eff.org/instructions?ws=other&os=pip,https://youtube.com/results?search_query=docker+lets+encrypt+ssl,https://youtube.com/results?search_query=docker+lets+encrypt+ssl+hindi,https://youtube.com/results?search_query=docker+lets+encrypt+ssl+kannada,https://youtube.com/results?search_query=docker+lets+encrypt+ssl+tamil,https://youtube.com/results?search_query=docker+lets+encrypt+ssl+telugu
Docker,Intermediate,What are Docker container timezone configuration?,Timezone,Localization,Date time,Configuration,A,Set TZ environment variable or mount /etc/localtime to configure container timezone,Configuration,https://docs.docker.com/engine/reference/commandline/run/#set-environment-variables--e---env---env-file,https://youtube.com/results?search_query=docker+container+timezone+configuration,https://youtube.com/results?search_query=docker+container+timezone+configuration+hindi,https://youtube.com/results?search_query=docker+container+timezone+configuration+kannada,https://youtube.com/results?search_query=docker+container+timezone+configuration+tamil,https://youtube.com/results?search_query=docker+container+timezone+configuration+telugu
Docker,Intermediate,How do you use Docker with NetData real-time monitoring?,Monitoring,Real-time,Metrics,Performance,A,Run NetData container for real-time system and container performance monitoring,Monitoring,https://learn.netdata.cloud/docs/agent/packaging/docker,https://youtube.com/results?search_query=docker+netdata+monitoring,https://youtube.com/results?search_query=docker+netdata+monitoring+hindi,https://youtube.com/results?search_query=docker+netdata+monitoring+kannada,https://youtube.com/results?search_query=docker+netdata+monitoring+tamil,https://youtube.com/results?search_query=docker+netdata+monitoring+telugu
Docker,Intermediate,What is Docker container init process (--init)?,Process management,Signal handling,Zombie processes,Init system,A,Runs init process as PID 1 for proper signal handling and zombie process reaping,Container Management,https://docs.docker.com/engine/reference/commandline/run/#init,https://youtube.com/results?search_query=docker+init+process+container,https://youtube.com/results?search_query=docker+init+process+container+hindi,https://youtube.com/results?search_query=docker+init+process+container+kannada,https://youtube.com/results?search_query=docker+init+process+container+tamil,https://youtube.com/results?search_query=docker+init+process+container+telugu
Docker,Intermediate,How do you use Docker with Loki log aggregation?,Logging,Loki,Grafana,Log aggregation,A,Run Loki container for log aggregation and query with Grafana for visualization,Logging,https://grafana.com/docs/loki/latest/installation/docker/,https://youtube.com/results?search_query=docker+loki+log+aggregation,https://youtube.com/results?search_query=docker+loki+log+aggregation+hindi,https://youtube.com/results?search_query=docker+loki+log+aggregation+kannada,https://youtube.com/results?search_query=docker+loki+log+aggregation+tamil,https://youtube.com/results?search_query=docker+loki+log+aggregation+telugu
Docker,Intermediate,What are Docker container kernel parameters (--sysctl)?,Kernel tuning,Performance,Security,Parameters,A,Sets kernel parameters inside container namespace for tuning and security,Container Management,https://docs.docker.com/engine/reference/commandline/run/#configure-namespaced-kernel-parameters-sysctls-at-runtime,https://youtube.com/results?search_query=docker+sysctl+kernel+parameters,https://youtube.com/results?search_query=docker+sysctl+kernel+parameters+hindi,https://youtube.com/results?search_query=docker+sysctl+kernel+parameters+kannada,https://youtube.com/results?search_query=docker+sysctl+kernel+parameters+tamil,https://youtube.com/results?search_query=docker+sysctl+kernel+parameters+telugu
