skill,level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,mdn_link,youtube_english,youtube_hindi,youtube_kannada,youtube_tamil,youtube_telugu
Ansible,Intermediate,"How can you add tags to an included file?","By adding `tags` to the `include_tasks` or `import_tasks`","By tagging tasks inside the file","By using `apply` keyword with `import_tasks`","All of the above",D,"You can apply tags to includes, and they are inherited by tasks unless overridden.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_tags.html#tag-inheritance,https://youtube.com/results?search_query=ansible+tags+include,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is the purpose of `ansible-playbook --step`?","To step through the playbook interactively, confirming each task","To run step by step in debug mode","To skip tasks","To list steps",A,"`--step` prompts you to confirm each task before execution, useful for debugging.",https://docs.ansible.com/ansible/latest/cli/ansible-playbook.html#cmdoption-ansible-playbook-step,https://youtube.com/results?search_query=ansible+step+mode,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What does `ansible-playbook --syntax-check` do?","Validates the playbook syntax without running it","Checks the syntax and runs","Checks connections","Checks inventory",A,"`--syntax-check` verifies that the playbook YAML syntax is correct.",https://docs.ansible.com/ansible/latest/cli/ansible-playbook.html#cmdoption-ansible-playbook-syntax-check,https://youtube.com/results?search_query=ansible+syntax+check,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you profile task execution time?","Using the `profile_tasks` callback plugin","Using `ansible-playbook --profile`","Using `time` command","Using `debug` module",A,"The `profile_tasks` callback outputs timing information for each task.",https://docs.ansible.com/ansible/latest/collections/ansible/posix/profile_tasks_callback.html,https://youtube.com/results?search_query=ansible+profile+tasks,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is the purpose of `ansible.cfg` `retry_files_enabled`?","To enable creation of .retry files after failed runs","To retry failed tasks","To enable retry on connection","To configure retry limits",A,"When enabled, Ansible creates .retry files containing hosts that failed.",https://docs.ansible.com/ansible/latest/reference_appendices/config.html#retry-files-enabled,https://youtube.com/results?search_query=ansible+retry+files,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you limit execution to a subset of hosts using a pattern?","Using `--limit` with host patterns","Using `-l`","Using `hosts:` in play","All of the above",D,"`--limit` (or `-l`) restricts execution to hosts matching the pattern.",https://docs.ansible.com/ansible/latest/inventory_guide/intro_patterns.html,https://youtube.com/results?search_query=ansible+limit+pattern,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is the difference between `hosts: group[0]` and `hosts: group[0]` in patterns?","Selects first host in group","Selects all hosts","Selects last host","Invalid syntax",A,"Using index like `group[0]` selects the first host in that group.",https://docs.ansible.com/ansible/latest/inventory_guide/intro_patterns.html#using-indexes,https://youtube.com/results?search_query=ansible+host+patterns,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you exclude hosts from a pattern?","Using `!hostname`","Using `&`","Using `~`","Using `-`",A,"The `!` operator excludes hosts matching the pattern.",https://docs.ansible.com/ansible/latest/inventory_guide/intro_patterns.html#using-patterns,https://youtube.com/results?search_query=ansible+exclude+hosts,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is the purpose of the `magic variables` in Ansible?","Special variables like `inventory_hostname`, `groups`, etc.","Variables defined by magic","Variables for encryption","Variables for plugins",A,"Magic variables are automatically set by Ansible, providing inventory and environment information.",https://docs.ansible.com/ansible/latest/reference_appendices/special_variables.html,https://youtube.com/results?search_query=ansible+magic+variables,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What does `ansible_play_hosts` variable contain?","List of hosts in the current play","List of all hosts in inventory","List of failed hosts","List of unreachable hosts",A,"`ansible_play_hosts` is a magic variable listing all hosts active in the current play.",https://docs.ansible.com/ansible/latest/reference_appendices/special_variables.html#ansible-play-hosts,https://youtube.com/results?search_query=ansible+play+hosts,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you access variables of another host?","Using `hostvars['hostname']['varname']`","Using `vars['hostname']`","Using `host['hostname']`","Using `inventory_hostname['hostname']`",A,"`hostvars` is a dictionary containing all variables for every host, keyed by hostname.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_variables.html#information-about-other-hosts,https://youtube.com/results?search_query=ansible+hostvars,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is the purpose of `group_names` variable?","Lists the groups the current host belongs to","Lists all groups","Lists hosts in group","Lists group variables",A,"`group_names` is a magic variable containing the names of groups the host is in.",https://docs.ansible.com/ansible/latest/reference_appendices/special_variables.html#group-names,https://youtube.com/results?search_query=ansible+group_names,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you define a variable that is accessible to all hosts?","In the `[all:vars]` inventory section","In `group_vars/all.yml`","In `host_vars/all.yml`","Both A and B",D,"`[all:vars]` in inventory and `group_vars/all.yml` define variables for all hosts.",https://docs.ansible.com/ansible/latest/inventory_guide/intro_inventory.html#assigning-variables-to-a-group,https://youtube.com/results?search_query=ansible+global+variables,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is variable precedence?","Order of overriding: extra vars > play vars > inventory vars > defaults","Order is random","Inventory vars always win","Default vars always win",A,"Variable precedence determines which value takes effect when the same variable is defined in multiple places.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_variables.html#variable-precedence,https://youtube.com/results?search_query=ansible+variable+precedence,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is a lookup plugin?","Used to access data from external sources (files, databases, etc.)","Used to look up hosts","Used to look up variables","Used to look up modules",A,"Lookup plugins retrieve data from external sources like files, environment, or databases.",https://docs.ansible.com/ansible/latest/plugins/lookup.html,https://youtube.com/results?search_query=ansible+lookup+plugin,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How do you use the `file` lookup to read a file?","`{{ lookup('file', '/path/file') }}`","`{{ read_file('/path/file') }}`","`{{ file('/path/file') }}`","`{{ from_file('/path/file') }}`",A,"The `file` lookup reads a file from the local filesystem.",https://docs.ansible.com/ansible/latest/collections/ansible/builtin/file_lookup.html,https://youtube.com/results?search_query=ansible+file+lookup,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What does the `pipe` lookup do?","Executes a command on the control machine and returns output","Reads a pipe file","Creates a pipe","Pipes data between tasks",A,"The `pipe` lookup runs a command locally and returns its stdout.",https://docs.ansible.com/ansible/latest/collections/ansible/builtin/pipe_lookup.html,https://youtube.com/results?search_query=ansible+pipe+lookup,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is the purpose of `ansible-doc -l`?","Lists all available modules","Lists all plugins","Lists documentation","Lists inventory",A,"`ansible-doc -l` lists all installed modules with short descriptions.",https://docs.ansible.com/ansible/latest/cli/ansible-doc.html#cmdoption-ansible-doc-l,https://youtube.com/results?search_query=ansible+doc+list,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you test a module locally without running on remote hosts?","Using `ansible localhost -m module -a args`","Using `ansible-playbook --connection=local`","Using `-c local` with ansible command","All of the above",D,"You can run modules on localhost with connection=local to test them.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_delegation.html#local-playbooks,https://youtube.com/results?search_query=ansible+test+module+locally,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is the purpose of `environment` keyword?","To set environment variables for a task or play","To define target environment","To set runtime environment","To configure plugins",A,"`environment` defines key-value pairs for environment variables passed to tasks.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_environment.html,https://youtube.com/results?search_query=ansible+environment+variables,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you set a fact that is cached across plays?","Using `ansible_facts` with `cacheable: yes`","Using `set_fact` with `cacheable: yes`","Using `cacheable` is not possible","Using `register` with `cacheable`",B,"`set_fact` supports `cacheable: yes` to persist facts across plays.",https://docs.ansible.com/ansible/latest/collections/ansible/builtin/set_fact_module.html#parameter-cacheable,https://youtube.com/results?search_query=ansible+set_fact+cacheable,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is the purpose of `fact_caching` in ansible.cfg?","To configure how and where facts are cached (e.g., redis, jsonfile)","To cache modules","To cache inventory","To cache playbooks",A,"`fact_caching` and `fact_caching_timeout` control fact caching for performance.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_vars_facts.html#caching-facts,https://youtube.com/results?search_query=ansible+fact+caching,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you create a custom module?","By writing a script that outputs JSON","By using Python with AnsibleModule class","By using any language","All of the above",D,"Custom modules can be written in any language, but Python with AnsibleModule utility is recommended.",https://docs.ansible.com/ansible/latest/dev_guide/developing_modules_general.html,https://youtube.com/results?search_query=ansible+custom+module,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is an Ansible plugin?","Code that extends Ansible's core functionality (lookups, filters, callbacks, etc.)","A module","A playbook","A role",A,"Plugins extend Ansible's functionality in areas like connection, lookup, filter, callback, etc.",https://docs.ansible.com/ansible/latest/plugins/plugins.html,https://youtube.com/results?search_query=ansible+plugins,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How do you create a custom filter plugin?","By creating a Python file with a FilterModule class","By writing a Jinja2 filter","By using a module","By using a lookup",A,"Filter plugins define a FilterModule class with filters() method returning filter functions.",https://docs.ansible.com/ansible/latest/dev_guide/developing_plugins.html#filter-plugins,https://youtube.com/results?search_query=ansible+custom+filter,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is the purpose of `ansible-playbook --flush-cache`?","To clear the fact cache","To flush the inventory cache","To clear the retry files","To flush the connection cache",A,"`--flush-cache` removes cached facts, forcing fresh fact gathering.",https://docs.ansible.com/ansible/latest/cli/ansible-playbook.html#cmdoption-ansible-playbook-flush-cache,https://youtube.com/results?search_query=ansible+flush+cache,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you run a playbook with a specific strategy?","Using `strategy` keyword in the play","Using `-e ansible_strategy=free`","Using `--strategy` option","All of the above",D,"Strategy can be set in play, via variable, or command line with `--strategy`.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_strategies.html#setting-the-strategy,https://youtube.com/results?search_query=ansible+strategy+setting,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What does the `debug` strategy do?","Runs tasks with additional debugging output, like `strategy: debug`","Runs tasks in debug mode","It is not a valid strategy","Runs tasks step by step",A,"The `debug` strategy (from `ansible.posix`) forces linear execution but prints more info.",https://docs.ansible.com/ansible/latest/collections/ansible/posix/debug_strategy.html,https://youtube.com/results?search_query=ansible+debug+strategy,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you use a different user for a task with become?","Using `become: yes`, `become_user: username`","Using `remote_user: username`","Using `sudo_user`","Using `user: username`",A,"`become_user` specifies the user to become (e.g., root) when privilege escalation is enabled.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_privilege_escalation.html,https://youtube.com/results?search_query=ansible+become_user,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is the purpose of `become_method`?","To specify the escalation method (sudo, su, pbrun, etc.)","To specify the user to become","To enable become","To set the become password",A,"`become_method` defines how privilege escalation is performed, default `sudo`.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_privilege_escalation.html#become-directives,https://youtube.com/results?search_query=ansible+become_method,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you define become credentials in ansible.cfg?","Using `become_user`, `become_method`, `become_ask_pass`","Using `remote_user`","Using `sudo_user`","Using `ssh_user`",A,"Various `become_*` settings can be configured in ansible.cfg.",https://docs.ansible.com/ansible/latest/reference_appendices/config.html#become,https://youtube.com/results?search_query=ansible+become+config,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is the purpose of `ansible_ssh_common_args`?","To add extra arguments to SSH (like ProxyCommand)","To set SSH user","To set SSH port","To set SSH key",A,"`ansible_ssh_common_args` is a variable that adds arguments to all SSH connections.",https://docs.ansible.com/ansible/latest/inventory_guide/connection_details.html#ssh-connection-variables,https://youtube.com/results?search_query=ansible+ssh+args,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you use a jump host in Ansible?","Using `ProxyCommand` in ssh args","Using `ansible_ssh_common_args` with `-o ProxyCommand`","Using `--ssh-common-args`","All of the above",D,"Jump hosts can be configured via SSH ProxyCommand using `ansible_ssh_common_args` or inventory variables.",https://docs.ansible.com/ansible/latest/inventory_guide/connection_details.html#proxies-and-jump-hosts,https://youtube.com/results?search_query=ansible+jump+host,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is the purpose of `ansible-pull`?","To run Ansible in pull mode, fetching playbooks from a repository","To pull inventory","To pull modules","To pull facts",A,"`ansible-pull` runs ansible-playbook locally after retrieving playbooks from a version control system.",https://docs.ansible.com/ansible/latest/cli/ansible-pull.html,https://youtube.com/results?search_query=ansible+pull,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you use `ansible-pull` with a specific branch?","Using `-U` for URL and `-C` for branch","Using `--branch`","Using `--version`","Using `-b`",A,"`-U` specifies the repository URL, and `-C` sets the branch/tag/commit.",https://docs.ansible.com/ansible/latest/cli/ansible-pull.html#cmdoption-ansible-pull-C,https://youtube.com/results?search_query=ansible+pull+branch,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is a playbook directory structure recommendation?","Separate roles, group_vars, host_vars, and playbooks","All playbooks in one directory","No structure","Only roles",A,"Best practice includes directories: roles/, group_vars/, host_vars/, and playbooks/ or root playbooks.",https://docs.ansible.com/ansible/latest/tips_tricks/sample_setup.html,https://youtube.com/results?search_query=ansible+directory+structure,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you organize variables per host or group in directories?","Using `group_vars/group_name.yml` and `host_vars/hostname.yml`","Using `vars/` directory","Using `inventory/` directory","Using `roles/` directory",A,"Ansible automatically loads variables from `group_vars/` and `host_vars/` directories.",https://docs.ansible.com/ansible/latest/inventory_guide/intro_inventory.html#organizing-host-and-group-variables,https://youtube.com/results?search_query=ansible+group_vars+host_vars,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is the purpose of `ansible.utils` collection?","Provides utility plugins like `to_nice_yaml`, `from_yaml` filters","Provides modules for system utilities","Provides connection plugins","Provides callback plugins",A,"The `ansible.utils` collection includes various utility filters and plugins.",https://docs.ansible.com/ansible/latest/collections/ansible/utils/index.html,https://youtube.com/results?search_query=ansible+utils+collection,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you convert a dictionary to a list of items for looping?","Using `dict2items` filter","Using `items2dict` filter","Using `to_items` filter","Using `list` filter",A,"`dict2items` converts a dict to a list of key-value pairs suitable for loops.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_filters.html#dict2items-filter,https://youtube.com/results?search_query=ansible+dict2items,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is the purpose of the `ipaddr` filter?","To manipulate and validate IP addresses","To get IP address from host","To filter IP addresses in inventory","To convert IP to string",A,"The `ipaddr` filter (from `ansible.netcommon`) validates and manipulates IP addresses.",https://docs.ansible.com/ansible/latest/collections/ansible/netcommon/ipaddr_filter.html,https://youtube.com/results?search_query=ansible+ipaddr+filter,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you merge two dictionaries?","Using `combine` filter","Using `merge` filter","Using `union` filter","Using `dict_merge`",A,"The `combine` filter merges two or more dictionaries.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_filters.html#combining-hashes-dictionaries,https://youtube.com/results?search_query=ansible+combine+filter,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What does the `ternary` filter do?","Implements a ternary operation (condition ? true_val : false_val)","Filters based on three conditions","Creates three-way comparison","Converts to ternary format",A,"`ternary` returns one value if condition is true, another if false.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_filters.html#ternary-filter,https://youtube.com/results?search_query=ansible+ternary+filter,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you create a list from a comma-separated string?","Using `split(',')` filter","Using `string.split`","Using `list` filter","Using `split_string`",A,"Jinja2's `split` filter splits a string into a list.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_filters.html#split-filter,https://youtube.com/results?search_query=ansible+split+filter,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is the purpose of `ansible.builtin.import_playbook`?","To import and execute another playbook","To import roles","To import tasks","To import variables",A,"`import_playbook` statically includes another playbook at parse time.",https://docs.ansible.com/ansible/latest/collections/ansible/builtin/import_playbook_module.html,https://youtube.com/results?search_query=ansible+import_playbook,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What does the `meta: end_play` do?","Ends the current play for all hosts","Ends the playbook","Ends the task","Skips to next host",A,"`meta: end_play` stops execution for all hosts in the play.",https://docs.ansible.com/ansible/latest/collections/ansible/builtin/meta_module.html#end-play,https://youtube.com/results?search_query=ansible+meta+end_play,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you run a task only once per batch (e.g., first host)?","Using `run_once: yes`","Using `when: inventory_hostname == ansible_play_hosts[0]`","Using `delegate_to` with `run_once`","All of the above",D,"`run_once` ensures the task runs once, and you can also target first host with conditionals.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_strategies.html#run-once,https://youtube.com/results?search_query=ansible+run_once,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is the purpose of `throttle` in a play?","To limit the number of concurrent hosts for a task","To limit CPU usage","To limit memory usage","To limit network bandwidth",A,"`throttle` sets a maximum number of concurrent executions for a task, useful for rate-limiting.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_strategies.html#throttling,https://youtube.com/results?search_query=ansible+throttle,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you define a role dependency?","In `meta/main.yml` using `dependencies` keyword","In `tasks/main.yml`","In `defaults/main.yml`","In `vars/main.yml`",A,"Role dependencies are listed in `meta/main.yml` with a `dependencies` array.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_reuse_roles.html#role-dependencies,https://youtube.com/results?search_query=ansible+role+dependencies,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you conditionally run a role dependency?","By using `when` in the dependency entry","By using tags","By using `ignore_errors`","By using `run_once`",A,"In `meta/main.yml`, you can add `when` condition to a role dependency.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_reuse_roles.html#role-dependencies,https://youtube.com/results?search_query=ansible+role+dependencies+conditional,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What is the purpose of `allow_duplicates` in role metadata?","To allow the same role to be used multiple times in a playbook","To allow duplicate hosts","To allow duplicate tasks","To allow duplicate variables",A,"By default, roles are executed only once even if listed multiple times; `allow_duplicates: true` changes that.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_reuse_roles.html#role-duplicate-execution,https://youtube.com/results?search_query=ansible+allow_duplicates,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you use `ansible_facts` to reference gathered facts?","Directly as `ansible_facts['os_family']` or as `ansible_os_family`","Only as `ansible_facts`","Only as `ansible_` prefixed","Only as facts variable",A,"Facts are available both as `ansible_facts` dictionary and as top-level variables with `ansible_` prefix.",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_vars_facts.html,https://youtube.com/results?search_query=ansible+facts+usage,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"What does `ansible_facts['os_family']` contain?","The OS family (e.g., Debian, RedHat)","The OS name","The OS version","The kernel version",A,"`os_family` is a fact that groups operating systems (e.g., Debian includes Ubuntu).",https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_vars_facts.html#information-about-the-system,https://youtube.com/results?search_query=ansible+os_family+fact,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
Ansible,Intermediate,"How can you set a fact based on the output of a command?","Using `set_fact` with `cmd_result.stdout`","Using `register` then `set_fact`","Using `command` module with `set_fact`","All of the above",B,"You register the command output, then use `set_fact` to assign it to a variable.",https://docs.ansible.com/ansible/latest/collections/ansible/builtin/set_fact_module.html,https://youtube.com/results?search_query=ansible+set_fact+from+command,https://youtube.com/results?search_query=ansible+hindi,https://youtube.com/results?search_query=ansible+kannada,https://youtube.com/results?search_query=ansible+tamil,https://youtube.com/results?search_query=ansible+telugu
